TimeStampMillis,TimeStampFormatted,Wifi_A,Wifi_A_5G,Wifi_C,Wifi_B,Wifi_B_5G,Wifi_C_5G,Wifi_D,Wifi_D_5G
1691470115908,(08/08/2023)_11/48/35,-43,-49,-39,-24,-27,-49,-54,-48
1691470153928,(08/08/2023)_11/49/13,-46,-50,-41,-23,-25,-47,-47,-48
1691470057853,(08/08/2023)_11/47/37,-43,-49,-40,-23,-28,-49,-57,-48
1691469907692,(08/08/2023)_11/45/07,-43,-41,-41,-25,-25,-49,-54,-49
1691469969672,(08/08/2023)_11/46/09,-43,-48,-39,-23,-27,-50,-49,-48
1691469741017,(08/08/2023)_11/42/21,-44,-49,-41,-23,-26,-49,-51,-48
1691469578737,(08/08/2023)_11/39/38,-40,-46,-37,-20,-27,-48,-47,-45
1691469701059,(08/08/2023)_11/41/41,-43,-49,-40,-23,-26,-49,-55,-47
1691469753219,(08/08/2023)_11/42/33,-47,-40,-40,-27,-28,-46,-50,-48
1691469961820,(08/08/2023)_11/46/01,-44,-49,-40,-25,-27,-49,-50,-47
1691469991690,(08/08/2023)_11/46/31,-44,-48,-39,-24,-27,-50,-58,-49
1691470103912,(08/08/2023)_11/48/23,-44,-49,-39,-24,-27,-49,-53,-48
1691469608917,(08/08/2023)_11/40/08,-43,-41,-37,-26,-26,-49,-49,-48
1691469566891,(08/08/2023)_11/39/26,-45,-53,-42,-28,-27,-49,-45,-46
1691469891606,(08/08/2023)_11/44/51,-44,-50,-40,-24,-27,-47,-53,-48
1691469895455,(08/08/2023)_11/44/55,-43,-44,-39,-27,-24,-47,-48,-48
1691470015776,(08/08/2023)_11/46/55,-42,-49,-40,-23,-27,-50,-55,-48
1691470085901,(08/08/2023)_11/48/05,-42,-48,-40,-24,-28,-48,-54,-48
1691469771171,(08/08/2023)_11/42/51,-48,-45,-38,-23,-23,-47,-46,-49
1691469630878,(08/08/2023)_11/40/30,-47,-45,-40,-23,-25,-48,-51,-45
1691469877515,(08/08/2023)_11/44/37,-45,-46,-40,-24,-25,-45,-46,-49
1691470065841,(08/08/2023)_11/47/45,-43,-49,-40,-24,-28,-46,-55,-48
1691469859307,(08/08/2023)_11/44/19,-44,-43,-39,-23,-27,-46,-47,-49
1691469660924,(08/08/2023)_11/41/00,-45,-49,-40,-24,-27,-49,-57,-47
1691469596752,(08/08/2023)_11/39/56,-45,-44,-37,-24,-23,-51,-53,-47
1691469823380,(08/08/2023)_11/43/43,-51,-49,-41,-24,-29,-51,-53,-48
1691469801343,(08/08/2023)_11/43/21,-43,-48,-40,-23,-28,-51,-54,-47
1691469993758,(08/08/2023)_11/46/33,-43,-49,-40,-23,-27,-46,-57,-49
1691469749164,(08/08/2023)_11/42/29,-47,-42,-39,-25,-26,-46,-48,-47
1691469678955,(08/08/2023)_11/41/18,-44,-48,-41,-23,-27,-49,-55,-48
1691469815369,(08/08/2023)_11/43/35,-48,-45,-37,-24,-26,-48,-49,-48
1691469689005,(08/08/2023)_11/41/29,-43,-49,-40,-23,-27,-49,-55,-48
1691469574814,(08/08/2023)_11/39/34,-42,-49,-40,-25,-27,-49,-45,-47
1691469811293,(08/08/2023)_11/43/31,-46,-46,-40,-26,-25,-50,-53,-46
1691470053849,(08/08/2023)_11/47/33,-44,-50,-39,-23,-28,-48,-56,-48
1691469817373,(08/08/2023)_11/43/37,-45,-44,-38,-24,-24,-47,-46,-47
1691469594700,(08/08/2023)_11/39/54,-43,-51,-40,-24,-26,-48,-50,-49
1691469967638,(08/08/2023)_11/46/07,-43,-49,-41,-24,-27,-50,-53,-47
1691469819372,(08/08/2023)_11/43/39,-45,-45,-39,-25,-25,-47,-47,-47
1691469648900,(08/08/2023)_11/40/48,-43,-49,-40,-23,-27,-49,-54,-47
1691469911632,(08/08/2023)_11/45/11,-43,-49,-45,-25,-27,-49,-52,-46
1691469727073,(08/08/2023)_11/42/07,-44,-49,-40,-25,-27,-49,-54,-47
1691469785328,(08/08/2023)_11/43/05,-44,-47,-39,-26,-25,-46,-47,-50
1691470101878,(08/08/2023)_11/48/21,-44,-49,-40,-23,-27,-50,-52,-48
1691469797338,(08/08/2023)_11/43/17,-44,-49,-40,-24,-27,-49,-50,-47
1691470005723,(08/08/2023)_11/46/45,-43,-49,-40,-23,-28,-49,-54,-47
1691469791379,(08/08/2023)_11/43/11,-44,-49,-41,-22,-28,-48,-49,-46
1691469666908,(08/08/2023)_11/41/06,-42,-48,-40,-24,-27,-49,-57,-47
1691469723018,(08/08/2023)_11/42/03,-44,-49,-39,-24,-27,-49,-52,-48
1691470139897,(08/08/2023)_11/48/59,-43,-49,-40,-22,-27,-50,-56,-48
1691469735007,(08/08/2023)_11/42/15,-43,-49,-39,-24,-27,-49,-56,-47
1691469901521,(08/08/2023)_11/45/01,-41,-48,-39,-22,-28,-49,-46,-48
1691469857361,(08/08/2023)_11/44/17,-42,-46,-42,-24,-26,-47,-44,-50
1691470033954,(08/08/2023)_11/47/13,-43,-50,-41,-24,-27,-49,-56,-48
1691470131898,(08/08/2023)_11/48/51,-43,-49,-40,-24,-27,-49,-55,-49
1691469620906,(08/08/2023)_11/40/20,-45,-50,-42,-25,-24,-53,-49,-47
1691469987613,(08/08/2023)_11/46/27,-44,-49,-39,-24,-27,-48,-56,-47
1691469867478,(08/08/2023)_11/44/27,-45,-50,-40,-25,-27,-47,-47,-50
1691469732987,(08/08/2023)_11/42/12,-44,-49,-40,-24,-27,-49,-55,-47
1691469869443,(08/08/2023)_11/44/29,-45,-49,-41,-24,-27,-48,-46,-49
1691469586800,(08/08/2023)_11/39/46,-42,-50,-37,-26,-30,-51,-53,-47
1691469582850,(08/08/2023)_11/39/42,-39,-49,-38,-20,-28,-49,-51,-47
1691470059854,(08/08/2023)_11/47/39,-43,-50,-40,-23,-28,-49,-55,-49
1691469943666,(08/08/2023)_11/45/43,-43,-49,-38,-24,-24,-47,-46,-51
1691469897627,(08/08/2023)_11/44/57,-43,-49,-39,-26,-28,-48,-50,-48
1691469957601,(08/08/2023)_11/45/57,-44,-48,-42,-22,-27,-50,-48,-47
1691469757195,(08/08/2023)_11/42/37,-49,-45,-38,-25,-27,-46,-50,-47
1691469795255,(08/08/2023)_11/43/15,-42,-49,-39,-24,-27,-49,-52,-48
1691469997644,(08/08/2023)_11/46/37,-43,-49,-40,-23,-27,-49,-59,-48
1691469640996,(08/08/2023)_11/40/40,-42,-47,-39,-22,-27,-48,-49,-47
1691469949602,(08/08/2023)_11/45/49,-44,-48,-37,-24,-25,-47,-53,-50
1691470063897,(08/08/2023)_11/47/43,-43,-49,-40,-24,-27,-49,-56,-48
1691469739059,(08/08/2023)_11/42/19,-44,-49,-40,-24,-27,-48,-50,-48
1691469604833,(08/08/2023)_11/40/04,-45,-46,-43,-23,-27,-48,-51,-46
1691470035904,(08/08/2023)_11/47/15,-43,-49,-37,-23,-28,-49,-58,-48
1691469698999,(08/08/2023)_11/41/38,-43,-49,-40,-23,-27,-49,-53,-47
1691469664928,(08/08/2023)_11/41/04,-44,-49,-40,-23,-28,-49,-58,-48
1691469658994,(08/08/2023)_11/40/58,-42,-49,-40,-24,-27,-49,-58,-47
1691470056010,(08/08/2023)_11/47/36,-44,-48,-41,-24,-28,-48,-54,-48
1691469945758,(08/08/2023)_11/45/45,-42,-43,-43,-24,-24,-49,-55,-47
1691469899550,(08/08/2023)_11/44/59,-43,-48,-41,-24,-23,-51,-49,-48
1691469606912,(08/08/2023)_11/40/06,-43,-48,-40,-26,-28,-48,-47,-48
1691470007798,(08/08/2023)_11/46/47,-44,-49,-40,-24,-28,-49,-55,-48
1691470037872,(08/08/2023)_11/47/17,-44,-49,-34,-24,-27,-49,-53,-48
1691470143849,(08/08/2023)_11/49/03,-47,-46,-41,-26,-23,-49,-52,-48
1691470157988,(08/08/2023)_11/49/17,-43,-48,-43,-26,-21,-46,-42,-47
1691470047883,(08/08/2023)_11/47/27,-43,-49,-40,-24,-27,-48,-56,-47
1691469616803,(08/08/2023)_11/40/16,-44,-48,-40,-24,-26,-49,-51,-49
1691469683004,(08/08/2023)_11/41/23,-43,-49,-40,-24,-27,-49,-55,-47
1691470083920,(08/08/2023)_11/48/03,-44,-50,-41,-24,-27,-48,-54,-47
1691469885586,(08/08/2023)_11/44/45,-45,-44,-43,-24,-24,-52,-50,-47
1691469632883,(08/08/2023)_11/40/32,-44,-46,-42,-23,-26,-48,-49,-46
1691469654933,(08/08/2023)_11/40/54,-43,-49,-41,-24,-27,-49,-54,-48
1691469973588,(08/08/2023)_11/46/13,-43,-50,-42,-24,-27,-48,-49,-47
1691469719011,(08/08/2023)_11/41/59,-45,-49,-40,-23,-28,-48,-55,-47
1691469887480,(08/08/2023)_11/44/47,-43,-48,-41,-26,-25,-51,-50,-47
1691470167922,(08/08/2023)_11/49/27,-45,-48,-38,-21,-25,-50,-51,-48
1691470087844,(08/08/2023)_11/48/07,-44,-48,-40,-23,-27,-49,-53,-48
1691469634841,(08/08/2023)_11/40/34,-44,-45,-42,-24,-26,-47,-56,-47
1691469761199,(08/08/2023)_11/42/41,-45,-46,-39,-24,-28,-49,-50,-46
1691470119920,(08/08/2023)_11/48/39,-44,-49,-41,-24,-27,-49,-54,-47
1691470149916,(08/08/2023)_11/49/09,-45,-44,-41,-25,-22,-48,-53,-48
1691470091841,(08/08/2023)_11/48/11,-43,-50,-38,-25,-26,-49,-52,-48
1691470113964,(08/08/2023)_11/48/33,-44,-49,-40,-25,-26,-50,-51,-48
1691469713049,(08/08/2023)_11/41/53,-43,-49,-41,-24,-27,-48,-55,-46
1691469805329,(08/08/2023)_11/43/25,-44,-48,-40,-24,-28,-48,-50,-47
1691470127887,(08/08/2023)_11/48/47,-43,-49,-40,-24,-27,-49,-53,-48
1691470029877,(08/08/2023)_11/47/09,-44,-49,-40,-24,-27,-49,-56,-47
1691469570835,(08/08/2023)_11/39/30,-45,-50,-44,-20,-27,-48,-46,-47
1691469755204,(08/08/2023)_11/42/35,-47,-45,-39,-25,-27,-46,-50,-48
1691469855385,(08/08/2023)_11/44/15,-46,-48,-41,-27,-27,-46,-43,-50
1691470093882,(08/08/2023)_11/48/13,-44,-48,-39,-24,-27,-49,-53,-48
1691470155959,(08/08/2023)_11/49/15,-47,-43,-44,-24,-27,-48,-47,-49
1691469751073,(08/08/2023)_11/42/31,-46,-44,-41,-27,-27,-47,-51,-48
1691469674897,(08/08/2023)_11/41/14,-44,-49,-40,-24,-27,-49,-56,-47
1691470095864,(08/08/2023)_11/48/15,-43,-49,-41,-24,-27,-49,-51,-48
1691469656875,(08/08/2023)_11/40/56,-44,-49,-41,-24,-27,-49,-56,-48
1691469979748,(08/08/2023)_11/46/19,-44,-49,-40,-24,-27,-50,-52,-48
1691469927620,(08/08/2023)_11/45/27,-42,-46,-39,-27,-26,-48,-49,-49
1691470031925,(08/08/2023)_11/47/11,-44,-50,-40,-24,-27,-49,-55,-48
1691469939599,(08/08/2023)_11/45/39,-46,-47,-39,-20,-26,-45,-44,-47
1691470075947,(08/08/2023)_11/47/55,-45,-49,-41,-24,-27,-49,-54,-48
1691469777181,(08/08/2023)_11/42/57,-46,-47,-38,-24,-28,-47,-47,-49
1691469612841,(08/08/2023)_11/40/12,-42,-46,-38,-25,-28,-53,-51,-48
1691469873465,(08/08/2023)_11/44/33,-45,-44,-45,-26,-27,-48,-46,-50
1691469737091,(08/08/2023)_11/42/17,-43,-48,-40,-23,-26,-49,-51,-48
1691469584935,(08/08/2023)_11/39/44,-43,-48,-40,-22,-28,-48,-52,-48
1691469971727,(08/08/2023)_11/46/11,-43,-49,-40,-24,-26,-49,-48,-48
1691469941625,(08/08/2023)_11/45/41,-43,-45,-39,-24,-27,-46,-44,-49
1691469618930,(08/08/2023)_11/40/18,-44,-46,-39,-24,-29,-49,-53,-46
1691469711029,(08/08/2023)_11/41/51,-44,-49,-40,-24,-27,-49,-55,-47
1691469831325,(08/08/2023)_11/43/51,-43,-50,-37,-25,-24,-50,-49,-46
1691469747168,(08/08/2023)_11/42/27,-47,-41,-46,-25,-26,-48,-43,-47
1691469769241,(08/08/2023)_11/42/49,-46,-45,-39,-26,-27,-48,-51,-50
1691469919625,(08/08/2023)_11/45/19,-42,-44,-41,-25,-24,-50,-49,-46
1691469602777,(08/08/2023)_11/40/02,-43,-50,-41,-27,-24,-50,-51,-47
1691469917632,(08/08/2023)_11/45/17,-44,-48,-39,-24,-28,-48,-50,-48
1691469708997,(08/08/2023)_11/41/48,-43,-48,-39,-23,-27,-50,-55,-48
1691469807296,(08/08/2023)_11/43/27,-44,-49,-44,-25,-24,-47,-54,-47
1691469636872,(08/08/2023)_11/40/36,-43,-48,-40,-27,-24,-50,-50,-46
1691469965698,(08/08/2023)_11/46/05,-44,-48,-41,-24,-28,-49,-54,-48
1691469983781,(08/08/2023)_11/46/23,-43,-48,-40,-24,-27,-49,-51,-47
1691469909595,(08/08/2023)_11/45/09,-42,-41,-43,-27,-26,-48,-54,-50
1691469833440,(08/08/2023)_11/43/53,-45,-45,-35,-25,-26,-46,-52,-49
1691470023844,(08/08/2023)_11/47/03,-44,-50,-40,-24,-26,-49,-56,-48
1691470151885,(08/08/2023)_11/49/11,-47,-44,-45,-25,-25,-44,-47,-48
1691470129932,(08/08/2023)_11/48/49,-42,-49,-40,-24,-27,-50,-57,-48
